X,Y,OBJECTID,Provincia,Municipio,Localidad,Código_postal,Dirección,Margen,Longitud,Latitud,Precio_gasolina_95,Precio_gasóleo_A,Precio_gasóleo_B,Precio_bioetanol,Precio_nuevo_gasóleo_A,Precio_biodiesel,F__éster_metílico,F__bioalcohol,Precio_gasolina_98,Precio_gas_natural_comprimido,Precio_gas_natural_licuado,Precio_gases_licuados_del_petró,Rótulo,Tipo_venta,Rem_,Horario,fecha
-7.022444,42.726556,5420,LUGO,PEDRAFITA DO CEBREIRO,PEDRAFITA DO CEBREIRO,27670,CARRETERA NACIONAL VI KM. 433,D,-7.022444,42.726556,1.119,1.039,0.747,,1.119,,,,1.219,,,,REPSOL,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-7.397833,42.527806,5421,LUGO,POBRA DO BROLLÓN (A),POBRA DO BROLLON (A),27330,CARRETERA N-120 KM. 511,D,-7.397833,42.527806,1.089,1.009,0.672,,1.089,,,,,,,,REPSOL,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-7.291972,43.149528,5422,LUGO,POL,POL,27279,"CARRETERA CARRETERA DE MEIRA A BALEIRA KM. 07,870",D,-7.291972,43.149528,1.119,1.059,0.779,,1.119,,,,,,,,CEPSA,P,,L-D: 08:00-23:00,2020/05/19 00:00:00+00
-7.191639,43.351389,5423,LUGO,PONTENOVA (A),PONTENOVA (A),27720,"VÍA N-640, 36,850",D,-7.191639,43.351389,1.139,1.049,,,1.129,,,,1.299,,,,REPSOL,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-7.264722,42.474222,5424,LUGO,QUIROGA,QUIROGA,27320,"REAL, Nº 143",D,-7.264722,42.474222,1.119,1.059,,,1.139,,,,1.259,,,,REPSOL,P,,L-D: 08:00-15:00,2020/05/19 00:00:00+00
-7.621028,43.122306,5425,LUGO,RÁBADE,RABADE,27370,"AVENIDA DE FERROL, 67",I,-7.621028,43.122306,1.129,1.059,0.719,,1.129,,,,,,,,REPSOL,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-7.05425,43.538333,5426,LUGO,RIBADEO,RIBADEO,27700,"AVENIDA AMERICA, 10",I,-7.05425,43.538333,1.099,1.029,0.664,,1.109,,,,1.239,,,,REPSOL,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-7.062111,43.544778,5427,LUGO,RIBADEO,RIBADEO,27700,"POLIGONO POLIGONO INDUSTRIAL DE RIBADEO, PARCELA C20, S/N",D,-7.062111,43.544778,1.109,1.029,,,,,,,,,,,GASOLEOS ABELLEIRA,P,,"L-V: 07:00-21:00; S: 07:00-15:00",2020/05/19 00:00:00+00
-7.060222,43.540278,5428,LUGO,RIBADEO,RIBADEO,27700,"CARRETERA CTRA NAC.634 KM. 554,8",N,-7.060222,43.540278,0.988,0.878,,,,,,,1.189,,,,EROSKI,P,,L-S: 09:00-22:00,2020/05/19 00:00:00+00
-7.059139,43.53925,5429,LUGO,RIBADEO,VILAR,27710,CARRETERA NACIONAL 634 KM. 554,D,-7.059139,43.53925,1.079,0.979,,,,,,,,,,,VALCARCE,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-7.158806,43.545528,5430,LUGO,RIBADEO,ROCHELA (A),27795,CARRETERA N-634 KM. 563,N,-7.158806,43.545528,1.019,0.919,,,,,,,,,,,MERCARURAL,P,,L: 07:00-22:00,2020/05/19 00:00:00+00
-7.260694,43.345333,5431,LUGO,RIOTORTO,RODRIGAS (AS),27744,"RUA ALCALDE CASTRIN, 10",I,-7.260694,43.345333,1.099,1.019,0.76,,1.099,,,,,,,,CEPSA,P,,"L-V: 07:30-21:00; S-D: 09:00-20:00",2020/05/19 00:00:00+00
-7.325722,42.732583,5432,LUGO,SAMOS,SAMOS,27620,"AVENIDA COMPOSTELA, 1",D,-7.325722,42.732583,1.089,1.019,0.74,,,,,,,,,,CAMPSA,P,,L: 08:00-22:30,2020/05/19 00:00:00+00
-7.414778,42.772417,5433,LUGO,SARRIA,SARRIA,27600,"RUA BENIGNO QUIROGA, 92",D,-7.414778,42.772417,1.089,0.989,0.649,,1.049,,,,1.214,,,,CEPSA,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-7.415222,42.782667,5434,LUGO,SARRIA,SARRIA,27600,"CL MATIAS LOPEZ, 97",I,-7.415222,42.782667,1.109,1.019,,,1.099,,,,,,,,REPSOL,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-7.438472,42.737972,5435,LUGO,SARRIA,SARRIA,27600,"CARRETERA C-546 KM. 30,12",N,-7.438472,42.737972,,0.929,0.699,,,,,,,,,,E.S. A VALIÑA,P,,L-D: 24H,2020/05/19 00:00:00+00
-7.44575,42.719778,5436,LUGO,SARRIA,OURAL (O),27392,"C-546 km 33,7",D,-7.44575,42.719778,1.109,1.039,0.729,,1.099,,,,,,,,CAMPSA,P,,L-D: 07:00-20:00,2020/05/19 00:00:00+00
-7.441667,42.832778,5437,LUGO,SARRIA,VILAPEDRE,27614,CARRETERA C-546 KM. 17,D,-7.441667,42.832778,1.109,1.029,0.688,,1.089,,,,1.234,,,,ESTACIÓN DE SERVICIO SERAFÍN,P,,L: 07:00-23:00,2020/05/19 00:00:00+00
-7.640694,42.584889,5438,LUGO,SAVIÑAO (O),ESCAIRON,27540,"CALLE PARDO BAZAN, 18",D,-7.640694,42.584889,1.109,1.039,0.688,,1.119,,,,1.249,,,,REPSOL,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-7.765444,42.712389,5439,LUGO,TABOADA,TABOADA,27550,"AVENIDA DE LUGO, 183",N,-7.765444,42.712389,1.129,1.039,0.699,,1.099,,,,,,,,VALCARCE,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-7.670639,43.294139,5440,LUGO,VILALBA,VILALBA,27800,AVDA. TIERRA LLANA 164,D,-7.670639,43.294139,1.099,1.059,0.721,,1.129,,,,1.223,,,,REPSOL,P,,L-D: 06:00-23:00,2020/05/19 00:00:00+00
-7.665611,43.316528,5441,LUGO,VILALBA,VILALBA,27800,"CALLE CL/ MACIÑEIRA, ESQ. CERDEIRA - PGNO. SETE PONTES - PARCELA, 30",D,-7.665611,43.316528,1.019,0.969,,,,,,,,,,,E.S. POLIGONO,P,,L-D: 24H,2020/05/19 00:00:00+00
-7.676806,43.305556,5442,LUGO,VILALBA,VILALBA,27800,"CALLE CIUDAD DE VIVERO, 73",N,-7.676806,43.305556,0.95,0.88,,,,,,,,,,,TEX,P,,L-D: 24H,2020/05/19 00:00:00+00
-7.675306,43.300806,5443,LUGO,VILALBA,VILALBA,27800,"RUA CAMPO DEL PUENTE 72-74, 915687497",D,-7.675306,43.300806,0.937,0.867,,,,,,,,,,,PLENOIL,P,,L-D: 24H,2020/05/19 00:00:00+00
-7.679278,43.288806,5444,LUGO,VILALBA,VILALBA,27800,"AVDA. CIUDAD DE LUGO, 68-70",N,-7.679278,43.288806,1.079,1.029,0.696,,1.079,,,,1.203,,,,GALP,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-7.672333,43.302639,5445,LUGO,VILALBA,VILALBA,27800,"CALLE CAMPO DEL PUENTE, SN",D,-7.672333,43.302639,1.099,1.059,0.721,,1.129,,,,1.223,,,,REPSOL,P,,L-D: 07:00-15:00,2020/05/19 00:00:00+00
-7.554528,43.335694,5446,LUGO,VILALBA,MARTIÑAN,27843,"CARRETERA E-70/N-634 KM. 612,800",D,-7.554528,43.335694,1.099,1.049,0.717,,1.109,,,,1.224,,,,CEPSA,P,,L: 07:00-23:00,2020/05/19 00:00:00+00
-7.680417,43.294056,5447,LUGO,VILALBA,LANZOS (SAN SALVADOR),27816,"CARRETERA CARRETERA DE LANZOS LA BALSA KM. 3,33",D,-7.680417,43.294056,0.97,0.89,,,,,,,,,,,GASOGAL ENERGIA,P,,L-D: 24H,2020/05/19 00:00:00+00
-7.584972,43.675278,5448,LUGO,VIVEIRO,VIVEIRO,27850,"CALLE LAVANDEIRAS S/N, S/N",I,-7.584972,43.675278,1.129,1.069,,,1.129,,,,1.259,,,,REPSOL ,P,,L-D: 07:00-22:00,2020/05/19 00:00:00+00
-7.601528,43.635806,5449,LUGO,VIVEIRO,VIVEIRO,27850,RIO PEDROSO S/N MAGAZOS (C-640 km 3100),I,-7.601528,43.635806,1.129,1.069,,,1.129,,,,,,,,REPSOL,P,,L-D: 07:00-22:00,2020/05/19 00:00:00+00
-7.591806,43.667167,5450,LUGO,VIVEIRO,VIVEIRO,27850,"CALLE SAN LAZARO, 3",D,-7.591806,43.667167,1.129,1.069,,,1.129,,,,1.259,,,,REPSOL,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-7.60775,43.62775,5451,LUGO,VIVEIRO,LANDROVE (SAN XIAO),27866,"POLIGONO POLIGONO INDUSTRIAL LANDROVE PARCELA III-13,14 Y 15, S/N",N,-7.60775,43.62775,1.029,0.969,,,,,,,,,,,COMBUS [B],P,,L-D: 24H,2020/05/19 00:00:00+00
-7.775,43.355389,5452,LUGO,XERMADE,CANDAMIL,27832,"CARRETERA CARRETERA GENERAL KM. 32,1",I,-7.775,43.355389,1.089,1.029,0.721,,1.079,,,,1.189,,,,REPSOL,P,,L-S: 07:00-23:00,2020/05/19 00:00:00+00
-7.49325,43.681694,5453,LUGO,XOVE,XOVE,27870,"CARRETERA CARRETERA DE LA COSTA KM. 97,00",I,-7.49325,43.681694,1.129,1.069,,,1.129,,,,,,,,REPSOL,P,,L-S: 07:00-23:00,2020/05/19 00:00:00+00
-7.537167,43.687417,5454,LUGO,XOVE,CAMBA,27877,"LUGAR CAMBA - PQ XUANCES, 25",N,-7.537167,43.687417,1.039,0.959,,,,,,,,,,,E.S. CAMBA,P,,L-S: 08:00-22:00,2020/05/19 00:00:00+00
-3.481556,40.526722,5455,MADRID,AJALVIR,AJALVIR,28864,CARRETERA M-114 KM. 1,D,-3.481556,40.526722,1.159,1.089,,,1.169,,,,1.299,,,,REPSOL,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-3.999083,40.251528,5456,MADRID,ÁLAMO (EL),ALAMO (EL),28607,"CTRA. LOCAL M-404 km 3,640",I,-3.999083,40.251528,1.099,1.019,,,,,,,,,,,"E.S. EL ALAMO, S.L.",P,,L-D: 06:00-22:30,2020/05/19 00:00:00+00
-3.995528,40.239056,5457,MADRID,ÁLAMO (EL),ALAMO (EL),28607,"CTRA. LOCAL M-404 km 4,95",N,-3.995528,40.239056,1.119,1.039,,,1.129,,,,1.262,,,,BP DUALEZ,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.381167,40.492861,5458,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28801,CARRETERA DAGANZO KM. 3,D,-3.381167,40.492861,0.989,0.899,,,,,,,,,,,GASEXPRESS,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.390139,40.49825,5459,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28801,"CALLE MEJICO, 17",D,-3.390139,40.49825,1.039,0.939,,,0.959,,,,,,,0.627,AVIA,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.374889,40.48075,5460,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28802,"AVDA. PUERTA DE MADRID, 20",N,-3.374889,40.48075,1.149,1.059,,,1.127,,,,1.274,,,,SHELL,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.393972,40.476667,5461,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28802,"CALLE AVENIDA MADRID ESQUINA CARLOS III, SN",N,-3.393972,40.476667,1.139,1.059,,,1.129,,,,1.279,,,,GALP,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-3.386583,40.493083,5462,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28802,"N-II km 29,000",D,-3.386583,40.493083,1.129,1.039,,,1.109,,,,1.269,,,0.639,GALP,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.388028,40.494167,5463,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28802,"N-II km 29,000",I,-3.388028,40.494167,1.129,1.039,,,1.109,,,,1.269,,,0.639,GALP,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.354139,40.490556,5464,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28805,"VÍA COMPLUTENSE, 105",N,-3.354139,40.490556,1.029,0.939,,,,,,,,,,,SHELL,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.328833,40.505111,5465,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28805,"C.C. LA DEHESA, AUTOVIA MADRID-BARCELONA km 34,0",N,-3.328833,40.505111,0.999,0.909,,,0.929,,,,1.179,,,,ALCAMPO,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.395917,40.475972,5466,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28805,"AVENIDA DE MADRID, 60",D,-3.395917,40.475972,0.999,0.909,,,,,,,,,,,PLENOIL,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.369444,40.503778,5467,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28805,"POLIGONO ESPARTALES SUR, C/ FEDERICO GARCIA LORCA,, S/N",N,-3.369444,40.503778,1.049,0.969,,,0.999,,,,1.239,,,,CARREFOUR,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.36225,40.486278,5468,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28805,"VÍA COMPLUTENSE, 41",I,-3.36225,40.486278,1.179,1.079,,,1.179,,,,1.349,,,,CEPSA-ELF,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.412444,40.470556,5469,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28805,"CARRETERA ANTIGUA N-II KM. 26,00",N,-3.412444,40.470556,1.149,1.069,,,1.159,,,,1.291,,,,BP RIO CORVO,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.408,40.472639,5470,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28805,"CARRETERA M-300 KM. 26,4",N,-3.408,40.472639,1.149,1.069,,,1.159,,,,1.291,,,,BP PUENTE ARCE,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.358111,40.487472,5471,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28805,"AVENIDA GUADALAJARA, 29",D,-3.358111,40.487472,1.159,1.069,,,1.149,,,,1.299,,,,REPSOL,P,,"L-V: 06:00-22:00; S-D: 08:00-22:00",2020/05/19 00:00:00+00
-3.393278,40.476028,5472,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28805,"CR M-300 (PG.MATILLAS-PARC.A1), P.K",D,-3.393278,40.476028,1.159,1.075,,,1.155,,,,1.299,,,0.649,REPSOL,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.348111,40.49375,5473,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28805,"VÍA VIA COMPLUTENSE ESQ. C/ AVILA, N",N,-3.348111,40.49375,1.069,0.979,,,1.049,,,,1.179,,,,GALP,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-3.413139,40.471222,5474,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28805,"CR M-300, 30.3",I,-3.413139,40.471222,1.159,1.069,,,1.149,,,,1.299,,,,REPSOL,P,,L-D: 07:00-15:00,2020/05/19 00:00:00+00
-3.39675,40.482167,5475,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28806,"AVENIDA JUAN CARLOS I, 44",N,-3.39675,40.482167,1.149,1.079,,,1.169,,,,1.291,,,,BP ISIDORO,P,,L-D: 05:30-01:00,2020/05/19 00:00:00+00
-3.381556,40.492889,5476,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28806,CARRETERA DAGANZO KM. 5,D,-3.381556,40.492889,0.989,0.899,,,0.919,,,,,,,,BALLENOIL,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.384778,40.490361,5477,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28806,CARRETERA AJARVIL-ALCALA (PG 32C PARCELA26A) KM. S/N,N,-3.384778,40.490361,1.149,1.059,,,1.139,,,,1.289,,,0.669,SHELL,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.390917,40.494139,5478,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28806,"CALLE ISAAC NEWTON, 155",I,-3.390917,40.494139,0.989,0.899,,,,,,,,,,,PETROPRIX,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.352722,40.50775,5479,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28806,"CALLE VILLAMALEA, 2",N,-3.352722,40.50775,1.099,0.979,,,1.049,,,,1.229,,,,GALP,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.400361,40.481167,5480,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28806,"AVENIDA JUAN CARLOS I, S/N",D,-3.400361,40.481167,1.159,1.075,,,1.155,,,,1.299,,,0.649,REPSOL,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.388361,40.495861,5481,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28806,"CALLE ALFRED NOBEL, S/N",N,-3.388361,40.495861,,0.89,,,,,,,,,,,ALSA,P,,L-V: 08:00-20:00,2020/05/19 00:00:00+00
-3.379222,40.492361,5482,MADRID,ALCALÁ DE HENARES,ALCALA DE HENARES,28806,"AVENIDA DAGANZO, 12",N,-3.379222,40.492361,1.169,1.079,,,1.099,,,,1.299,,,,CEPSA,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.643194,40.53725,5483,MADRID,ALCOBENDAS,ALCOBENDAS,28100,"AVENIDA VALDELAPARRA, 3",N,-3.643194,40.53725,1.139,1.059,,,1.139,,,,1.279,,,,SHELL,P,,"L-S: 06:00-00:00; D: 09:00-17:00",2020/05/19 00:00:00+00
-3.651583,40.528806,5484,MADRID,ALCOBENDAS,ALCOBENDAS,28100,"CARRETERA M-603 KM. 14,900",I,-3.651583,40.528806,1.149,1.079,,,1.159,,,,1.289,,,,SHELL,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-3.649417,40.528194,5485,MADRID,ALCOBENDAS,ALCOBENDAS,28100,"CARRETERA A-1 KM. 14,500",N,-3.649417,40.528194,1.139,1.049,,,1.079,,,,1.279,,,,CARREFOUR,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.651861,40.546556,5486,MADRID,ALCOBENDAS,ALCOBENDAS,28100,"AVENIDA MARQUES DE LA VALDAVIA, 132",D,-3.651861,40.546556,1.125,1.035,,,,,,,,,,,REPOSTA ALCOBENDAS,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.654139,40.539583,5487,MADRID,ALCOBENDAS,ALCOBENDAS,28100,"CALLE VALGRANDE, 30",N,-3.654139,40.539583,1.097,0.989,,,0.997,,,,,,,,BALLENOIL,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.653944,40.546944,5488,MADRID,ALCOBENDAS,ALCOBENDAS,28100,"CALLE MARQUES DE LA VALDAVIA (DEL), 138",D,-3.653944,40.546944,1.149,1.069,,,1.159,,,,1.291,,,,BP VALDAVIA,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.618944,40.534083,5489,MADRID,ALCOBENDAS,ALCOBENDAS,28100,CARRETERA BARAJAS KM. S/N,N,-3.618944,40.534083,1.149,1.069,,,1.159,,,,1.291,,,,BP JUNCAL,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.659667,40.528722,5490,MADRID,ALCOBENDAS,ALCOBENDAS,28100,"AVENIDA MONTE DE VALDELATAS, 5",N,-3.659667,40.528722,1.149,1.059,,,1.149,,,,1.291,,,,BP EL SAPO-ALCOBENDAS,P,,L-D: 06:00-13:59 y 14:00-22:00,2020/05/19 00:00:00+00
-3.634639,40.546167,5491,MADRID,ALCOBENDAS,ALCOBENDAS,28100,"CL AVENIDA DE ESPAÑA, S.N.",D,-3.634639,40.546167,1.159,1.079,,,1.159,,,,1.299,,,0.679,REPSOL,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.654889,40.525778,5492,MADRID,ALCOBENDAS,ALCOBENDAS,28100,"CR M-603, 14,1",D,-3.654889,40.525778,1.159,1.089,,,1.169,,,,1.299,,,,REPSOL,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-3.657528,40.520111,5493,MADRID,ALCOBENDAS,ALCOBENDAS,28100,"AVENIDA EUROPA (C.C. LA MORALEJA), 13/15",I,-3.657528,40.520111,1.149,1.079,,,1.139,,,,1.274,,,,CEPSA,P,,"L-V: 09:00-17:00; S-D: 10:00-14:00",2020/05/19 00:00:00+00
-3.64225,40.532806,5494,MADRID,ALCOBENDAS,ALCOBENDAS,28100,"CARRETERA ANTIGUA NACIONAL I KM. 15,5",D,-3.64225,40.532806,1.159,1.079,,,1.149,,,,1.289,,,0.639,GALP,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-3.662056,40.548306,5495,MADRID,ALCOBENDAS,ALCOBENDAS,28100,"AVENIDA VALDELAPARRA (DE), 5",N,-3.662056,40.548306,1.159,1.079,,,1.149,,,,1.289,,,,GALP,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-3.622306,40.527889,5496,MADRID,ALCOBENDAS,ALCOBENDAS,28100,"PASEO ALCOBENDAS (DE), 10",D,-3.622306,40.527889,,1.059,,,1.109,,,,1.349,,,,CEPSA,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-3.633944,40.5375,5497,MADRID,ALCOBENDAS,ALCOBENDAS,28108,"CL BOULEVARD SALVADOR ALLENDE, 12-1",D,-3.633944,40.5375,1.159,1.079,,,1.149,,,,1.289,,,,REPSOL,P,,L-D: 08:00-16:00,2020/05/19 00:00:00+00
-3.636806,40.535194,5498,MADRID,ALCOBENDAS,ALCOBENDAS,28108,"AVENIDA OLIMPICA, 9",N,-3.636806,40.535194,1.099,0.989,,,1.019,,,,1.259,,,,ALCAMPO,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.65225,40.533722,5499,MADRID,ALCOBENDAS,ALCOBENDAS,28108,"CALLE FRANCISCO GERVAS, 13",D,-3.65225,40.533722,1.139,1.059,,,1.139,,,,1.279,,,,REPSOL,P,,L-V: 07:00-15:00,2020/05/19 00:00:00+00
-3.660889,40.521944,5500,MADRID,ALCOBENDAS,ALCOBENDAS,28108,CARRETERA FUENCARRAL KM. 100,D,-3.660889,40.521944,1.049,0.949,,,,,,,,,,,COMBUS,P,,L-V: 08:00-19:00,2020/05/19 00:00:00+00
-3.634389,40.53775,5501,MADRID,ALCOBENDAS,ALCOBENDAS,28108,"BULEVAR SALVADOR ALLENDE (DE), 13",I,-3.634389,40.53775,1.159,1.079,,,1.149,,,,1.289,,,,REPSOL,P,,L-V: 06:00-15:30,2020/05/19 00:00:00+00
-3.651083,40.515639,5502,MADRID,ALCOBENDAS,ALCOBENDAS,28109,"PLAZA MORALEJA S/N, S/N",N,-3.651083,40.515639,1.159,1.079,,,,,,,,,,,REPSOL,P,,"L-V: 08:00-20:00; S-D: 09:00-15:00",2020/05/19 00:00:00+00
-3.8115,40.336306,5503,MADRID,ALCORCÓN,ALCORCON,28921,"CALLE POLVORANCA, 158",N,-3.8115,40.336306,1.079,0.949,,,0.969,,,,1.169,,,,SHELL,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.825028,40.357028,5504,MADRID,ALCORCÓN,ALCORCON,28921,"CL AVDA. S. MARTIN DE VALDEIGLE, S. (M-501 km 0,3)",D,-3.825028,40.357028,1.169,1.049,,,1.199,,,,1.399,,,,REPSOL,P,,"L-V: 06:30-21:00; S-D: 07:00-21:00",2020/05/19 00:00:00+00
-3.852389,40.348639,5505,MADRID,ALCORCÓN,ALCORCON,28922,"AVENIDA EUROPA, S/N",D,-3.852389,40.348639,0.969,0.869,,,0.969,,,,1.159,,,,ALCAMPO,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.847306,40.324333,5506,MADRID,ALCORCÓN,ALCORCON,28922,"CALLE CAMINO LEGANES, 55",D,-3.847306,40.324333,1.159,1.089,,,1.169,,,,1.279,,,0.645,REPSOL,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.854306,40.333306,5507,MADRID,ALCORCÓN,ALCORCON,28922,"AVENIDA MOSTOLES, 16",N,-3.854306,40.333306,1.139,1.039,,,1.129,,,,1.281,,,,BP MOSTOLES II,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.847444,40.325139,5508,MADRID,ALCORCÓN,ALCORCON,28922,CR M-506 MOSTOLES-FUENLABRADA KM. 4,I,-3.847444,40.325139,1.159,1.074,,,1.159,,,,1.279,,,,BP PRINCESA I,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-3.837083,40.357056,5509,MADRID,ALCORCÓN,ALCORCON,28922,"CARRETERA ALCORCON-S.M.VALDEIGL. KM. 1,5",D,-3.837083,40.357056,1.179,1.089,,,1.189,,,,1.44,,,,BP SAN MARTIN,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.847611,40.326528,5510,MADRID,ALCORCÓN,ALCORCON,28922,"CR MOSTOLES-FUENLABRADA,  KM.4",D,-3.847611,40.326528,1.159,1.079,,,1.159,,,,1.279,,,,BP LA PRINCESA II,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.837444,40.357472,5511,MADRID,ALCORCÓN,ALCORCON,28922,"CARRETERA ALCORCON-S.M.VALDEIGLESIAS KM. 1,5",I,-3.837444,40.357472,1.179,1.089,,,1.189,,,,1.44,,,,BP SAN MARTIN II,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-3.841722,40.394667,5512,MADRID,ALCORCÓN,ALCORCON,28925,"AVENIDA TRANVIA, 4",D,-3.841722,40.394667,1.097,0.977,,,,,,,,,,,BALLENOIL,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.808361,40.352833,5513,MADRID,ALCORCÓN,ALCORCON,28925,"AVENIDA DE LOS CASTILLOS, 9",N,-3.808361,40.352833,1.109,1.024,,,1.104,,,,,,,,SHELL,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-3.805417,40.346389,5514,MADRID,ALCORCÓN,ALCORCON,28925,"CL AVDA DEL PINAR, S.N.",D,-3.805417,40.346389,1.149,0.989,,,1.019,,,,1.289,,,0.679,REPSOL,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.838139,40.395139,5515,MADRID,ALCORCÓN,ALCORCON,28925,"CALLE ALPEDRETE, 12",D,-3.838139,40.395139,1.249,1.129,,,,,,,,,,,BENZOE,P,,"L-V: 08:00-20:00; S: 09:00-14:00",2020/05/19 00:00:00+00
-3.831694,40.350389,5516,MADRID,ALCORCÓN,ALCORCON,28925,"AV  DE MOSTOLES, Nº 6",N,-3.831694,40.350389,1.149,1.069,,,1.129,,,,1.274,,,0.679, CEPSA LISBOA ,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.868639,40.354111,5517,MADRID,ALCORCÓN,ALCORCON,28925,CARRETERA M-506 KM. 4,D,-3.868639,40.354111,1.138,1.047,,,1.137,,,,1.279,,,,BP AREA DE SERVICIO CAMPODON I,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.805472,40.343222,5518,MADRID,ALCORCÓN,ALCORCON,28925,"CL MAZO,  S/N",N,-3.805472,40.343222,1.139,1.049,,,1.139,,,,1.281,,,,BP VALDERAS,P,,L-D: 06:00-23:00,2020/05/19 00:00:00+00
-3.819417,40.3565,5519,MADRID,ALCORCÓN,ALCORCON,28924,"CTRA. N-V km 12,5",N,-3.819417,40.3565,1.109,1.024,,,1.092,,,,1.234,,,,SHELL,P,,L-D: 24H,2020/05/19 00:00:00+00
