X,Y,OBJECTID,Provincia,Municipio,Localidad,Código_postal,Dirección,Margen,Longitud,Latitud,Precio_gasolina_95,Precio_gasóleo_A,Precio_gasóleo_B,Precio_bioetanol,Precio_nuevo_gasóleo_A,Precio_biodiesel,F__éster_metílico,F__bioalcohol,Precio_gasolina_98,Precio_gas_natural_comprimido,Precio_gas_natural_licuado,Precio_gases_licuados_del_petró,Rótulo,Tipo_venta,Rem_,Horario,fecha
-2.519194,42.842917,1,ÁLAVA,ALEGRÍA-DULANTZI,ALEGRIA-DULANTZI,1240,"CALLE GASTEIZBIDEA, 59",D,-2.519194,42.842917,1.159,1.069,,,,,,,,,,,ES DULANTZI REPSOL,P,,L-D: 07:00-20:00,2020/05/19 00:00:00+00
-2.509361,42.846028,2,ÁLAVA,ALEGRÍA-DULANTZI,ALEGRIA-DULANTZI,1240,"CL MANISITU, 9",D,-2.509361,42.846028,,1.039,0.726,,,,,,,,,,"PREMIRA ENERGIA NORTE, S.L.",P,,L-D: 24H,2020/05/19 00:00:00+00
-2.989111,43.044333,3,ÁLAVA,AMURRIO,LARRINBE,1468,"POLIGONO ZANKUETA, 0",D,-2.989111,43.044333,1.069,0.979,,,1.059,,,,1.189,,,,ESTACIONES GB,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.967611,43.031889,4,ÁLAVA,AMURRIO,LEZAMA,1450,"CARRETERA A-624 KM. 37,8",D,-2.967611,43.031889,1.159,1.069,,,1.129,,,,1.284,,,,CEPSA,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-2.477917,42.753194,5,ÁLAVA,ARRAIA-MAEZTU,MAEZTU/MAESTU,1120,CARRETERA A-132 VITORIA-ESTELLA KM. 23,I,-2.477917,42.753194,1.25,1.145,,,,,,,1.315,,,,(SIN RÓTULO),P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-2.639528,42.941417,6,ÁLAVA,ARRAZUA-UBARRUNDIA,LUKO,1510,"N-240-B km 11,8",D,-2.639528,42.941417,1.159,1.079,,,1.149,,,,1.284,,,,CEPSA,P,,L-D: 09:00-21:00,2020/05/19 00:00:00+00
-2.616361,42.876861,7,ÁLAVA,ARRAZUA-UBARRUNDIA,ZURBANO,1520,AUTOVIA N-1 km 358,N,-2.616361,42.876861,1.149,1.059,,,1.129,1.129,,,1.273,,,,AVIA,P,,L-D: 24H,2020/05/19 00:00:00+00
-3.122528,43.123361,8,ÁLAVA,ARTZINIEGA,ARTZINIEGA,1474,"AVENIDA GARAY, 23",D,-3.122528,43.123361,1.125,1.045,0.635,,1.075,,,,1.255,,,,AVIA ,P,,L-V: 07:00-20:00,2020/05/19 00:00:00+00
-2.312056,42.870861,9,ÁLAVA,ASPARRENA,ARAIA,1250,"CALLE DEIDA, 6",D,-2.312056,42.870861,,0.96,,,,,,,,,,,ADS,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.278694,42.866417,10,ÁLAVA,ASPARRENA,ILARDUIA,1260,"N-IA km 385,1",I,-2.278694,42.866417,1.119,1.039,,,1.099,,,,,,,,CEPSA,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.357278,42.670222,11,ÁLAVA,CAMPEZO/KANPEZU,SANTA CRUZ CAMPEZO,1110,"CR A-132  VITORIA-ESTELLA, 38,1",I,-2.357278,42.670222,1.07,0.949,0.71,,1.15,,,,,,,,PETRONOR,P,,"L-V: 06:00-22:00; S: 06:30-14:00",2020/05/19 00:00:00+00
-2.518167,42.878556,12,ÁLAVA,ELBURGO/BURGELU,ELBURGO/BURGELU,1192,"CARRETERA N-1 KM. 364,4",D,-2.518167,42.878556,1.139,1.065,0.734,,1.135,,,,1.263,,,0.665,REPSOL,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-2.77225,42.823778,13,ÁLAVA,IRUÑA OKA/IRUÑA DE OCA,NANCLARES DE LA OCA,1230,"CALLE TRATADO DE PARIS, 6",D,-2.77225,42.823778,0.943,0.846,,,,,,,,,,,EUROCAM,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.77475,42.82525,14,ÁLAVA,IRUÑA OKA/IRUÑA DE OCA,NANCLARES DE LA OCA,1230,"CALLE TRATADO DE MAASTRICH, 1",D,-2.77475,42.82525,,0.846,0.799,,,,,,,,,,PETRONIEVES,P,,"L-V: 06:00-21:00; S: 08:00-12:00; D: 24H",2020/05/19 00:00:00+00
-2.770694,42.824389,15,ÁLAVA,IRUÑA OKA/IRUÑA DE OCA,NANCLARES DE LA OCA,1230,"CALLE A-1 KM 342. POL. IND. SUBILLABIDE (SUVILLAVIDE BIDEA), 2",D,-2.770694,42.824389,,,,,,,,,,0.933,0.819,,NATURGY,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.849833,42.635194,16,ÁLAVA,LABASTIDA,SALINILLAS DE BURADON,1212,CARRETERA N-124 KM. 35,I,-2.849833,42.635194,1.125,1.045,0.737,,1.095,,,,1.225,,,,REPSOL,P,,L-D: 09:00-14:00,2020/05/19 00:00:00+00
-2.578806,42.547639,17,ÁLAVA,LAGUARDIA,LAGUARDIA,1300,CARRETERA A-124 KM. 65,I,-2.578806,42.547639,1.125,1.075,0.778,,1.155,,,,,,,,REPSOL,P,,"L-V: 07:00-21:45; S-D: 08:00-21:45",2020/05/19 00:00:00+00
-3.04575,42.755583,18,ÁLAVA,LANTARÓN,PUENTELARRÁ/LARRAZUBI,1423,CARRETERA A-2122 KM. 11,I,-3.04575,42.755583,0.99,0.89,,,,,,,,,,,AVIA,P,,L-D: 07:00-21:00,2020/05/19 00:00:00+00
-2.951361,43.148639,19,ÁLAVA,LLODIO,LAUDIO/LLODIO,1400,"CL ARETA, 2",D,-2.951361,43.148639,1.145,1.075,,,1.155,,,,1.285,,,,PETRONOR,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-2.968,43.138,20,ÁLAVA,LLODIO,LAUDIO/LLODIO,1400,"AVENIDA ZUMALACARREGUI (C.C. EROSKI), S/N",I,-2.968,43.138,1.069,0.989,,,1.069,,,,1.209,,,,EROSKI,P,,L-S: 07:30-21:30,2020/05/19 00:00:00+00
-2.432278,42.490611,21,ÁLAVA,OYÓN/OION,OYON-OION,1320,CARRETERA LOGROÑO KM. 10,D,-2.432278,42.490611,1.115,1.045,0.919,,,,,,1.245,,,,E.S. OION,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-2.901944,42.81125,22,ÁLAVA,RIBERA ALTA,POBES,1420,"ACCESO A2622, 0",N,-2.901944,42.81125,1.139,1.025,0.659,,,,,,,,,,E.S. TOCALU S.L.,P,,L-D: 07:00-22:00,2020/05/19 00:00:00+00
-2.913222,42.741361,23,ÁLAVA,RIBERA BAJA/ERRIBERA BEITIA,IGAY,1213,"AU AP-68, 63,5",I,-2.913222,42.741361,1.179,1.079,,,1.129,,,,1.279,,,,PETRONOR,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.913306,42.743111,24,ÁLAVA,RIBERA BAJA/ERRIBERA BEITIA,IGAY,1213,"AU AP-68, 63  D",D,-2.913306,42.743111,1.179,1.079,,,1.129,,,,1.279,,,,PETRONOR,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.906944,42.710639,25,ÁLAVA,RIBERA BAJA/ERRIBERA BEITIA,RIBABELLOSA,1213,CARRETERA N-I KM. 323,N,-2.906944,42.710639,1.159,1.079,,,1.159,,,,,,,0.715,SHELL,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.920667,42.692917,26,ÁLAVA,RIBERA BAJA/ERRIBERA BEITIA,RIBABELLOSA,1213,"AVENIDA ALAVA, 12",D,-2.920667,42.692917,1.139,1.059,0.869,,1.139,1.229,,,1.279,,,,EESS DYNEFF,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.917639,42.704639,27,ÁLAVA,RIBERA BAJA/ERRIBERA BEITIA,RIBABELLOSA,1213,"POLIGONO SUI 1, (C.C. EROSKI), 1",N,-2.917639,42.704639,0.99,0.89,,,0.94,,,,1.09,,,,EROSKI,P,,L-S: 10:00-22:00,2020/05/19 00:00:00+00
-2.379083,42.852694,28,ÁLAVA,SALVATIERRA/AGURAIN,SALVATIERRA O AGURAIN,1200,"CALLE FUEROS S/N, SN",D,-2.379083,42.852694,0.969,0.869,0.499,,,,,,,,,,ALAVESA,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.394583,42.848944,29,ÁLAVA,SALVATIERRA/AGURAIN,SALVATIERRA O AGURAIN,1200,CARRETERA ANTIGUA NACIONAL I KM. 375,N,-2.394583,42.848944,1.139,1.059,0.709,,1.149,,,,1.264,,,,GALP,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-2.402028,42.849361,30,ÁLAVA,SALVATIERRA/AGURAIN,SALVATIERRA O AGURAIN,1200,"CALLE ARIKRUZ, 6",N,-2.402028,42.849361,,1.075,0.825,,,,,,,,,,FUEL TRUCK,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.324083,42.863583,31,ÁLAVA,SAN MILLÁN/DONEMILIAGA,DURRUMA/SAN ROMAN DE SAN,1207,"CALLE POLIGONO OKITURRI, 4",D,-2.324083,42.863583,1.141,1.075,0.745,,,1.075,,,,,,,IS-XXI,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.320361,42.8635,32,ÁLAVA,SAN MILLÁN/DONEMILIAGA,DURRUMA/SAN ROMAN DE SAN,1207,"POLIGONO OKITURRI, S/N",D,-2.320361,42.8635,1.141,1.059,0.745,,,,,,1.261,,,,"ANDAMUR ""SAN ROMAN""",P,,L-D: 24H,2020/05/19 00:00:00+00
-2.314083,42.871167,33,ÁLAVA,SAN MILLÁN/DONEMILIAGA,DURRUMA/SAN ROMAN DE SAN,1207,"CALLE DEIDA, 4",D,-2.314083,42.871167,,1.039,,,,,,,,,,,VALCARCE,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.648306,42.849778,34,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1002,"CL PORTAL DE ELORRIAGA,17",D,-2.648306,42.849778,1.149,1.065,,,1.135,,,,1.273,,,0.665,REPSOL,P,,"L-V: 06:00-22:00; S-D: 07:00-22:00",2020/05/19 00:00:00+00
-2.700972,42.837111,35,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1007,"CALLE ALTO DE ARMENTIA, 10",D,-2.700972,42.837111,0.999,0.939,,,,,,,,,,,ARMENTIA,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.698917,42.836778,36,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1007,"CALLE ALTO DE ARMENTIA, 2",N,-2.698917,42.836778,1.139,1.044,,,1.134,,,,1.419,,,,GALP,P,,"L-V: 07:00-20:00; S-D: 09:00-14:00",2020/05/19 00:00:00+00
-2.682278,42.842833,37,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1008,"CALLE PORTAL DE CASTILLA, 32",D,-2.682278,42.842833,1.155,1.075,,,1.155,,,,1.295,,,,REPSOL,P,,L-D: 06:30-22:30,2020/05/19 00:00:00+00
-2.712722,42.863778,38,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1010,"CALLE URARTEA, 23",D,-2.712722,42.863778,1.149,1.059,,,1.129,1.129,,,1.273,,,0.754,AVIA,P,,L-D: 06:30-22:30,2020/05/19 00:00:00+00
-2.693722,42.849028,39,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1010,"AVENIDA MEDITERRANEO, 7",N,-2.693722,42.849028,1.22,1.069,,,1.123,,,,,,,,CEPSA,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-2.717833,42.857667,40,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1010,"AVENIDA DE LOS HUETOS, 64",D,-2.717833,42.857667,0.979,0.899,,,,,,,1.199,,,,GM OIL,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.708611,42.854694,41,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1010,"CALLE BREMEN, 6",D,-2.708611,42.854694,0.999,0.939,,,,,,,,,,,EROSKI,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.716389,42.857194,42,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1010,"AVENIDA AVDA. DE LOS HUETOS, 56",N,-2.716389,42.857194,1.135,1.055,0.8,,1.125,,,,1.265,,,,ONAINDIA,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-2.7105,42.864944,43,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1010,"ALIBARRA, 34",N,-2.7105,42.864944,1.145,1.055,,,1.135,,,,1.318,,,,AVIA,P,,L-V: 07:00-21:30,2020/05/19 00:00:00+00
-2.709972,42.852417,44,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1010,"CALLE DUSSELDORF, 1",D,-2.709972,42.852417,1.159,1.079,,,1.149,,,,1.284,,,0.669,CEPSA,P,,"L-V: 06:00-22:00; S-D: 07:00-22:00",2020/05/19 00:00:00+00
-2.657611,42.837083,45,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1006,"CALLE VENTA DE LA ESTRELLA, 5",D,-2.657611,42.837083,0.999,0.919,,,,,,,,,,,EUSKADILOWCOST,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.658222,42.836833,46,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1006,"CALLE VENTA DE LA ESTRELLA, 3",D,-2.658222,42.836833,1.119,1.034,,,1.101,,,,1.244,,,,CEPSA,P,,L-D: 07:00-22:00,2020/05/19 00:00:00+00
-2.6645,42.838722,47,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1006,"CL TRIANAS, 17",D,-2.6645,42.838722,1.155,1.075,,,1.155,,,,1.295,,,,REPSOL,P,,L-V: 08:00-13:00,2020/05/19 00:00:00+00
-2.66,42.836667,48,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1006,"CALLE JOSE MARIA IPARRAGUIRRE, 19",N,-2.66,42.836667,1.155,1.075,,,1.155,,,,1.295,,,0.665,REPSOL,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-2.661694,42.859278,49,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1013,"CALLE BETOÑO, 1",D,-2.661694,42.859278,1.149,1.065,,,1.135,,,,1.273,,,,PETRONOR,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-2.656861,42.856194,50,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1013,"CALLE DEBA, 1",N,-2.656861,42.856194,1.159,1.069,,,1.159,,,,1.301,,,,BP  SALBURUA,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.661139,42.865278,51,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1013,"CALLE PORTAL DE GAMARRA, 7",I,-2.661139,42.865278,1.159,1.069,,,1.159,,,,1.301,,,,BP GAMARRA,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-2.660222,42.864667,52,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1013,"AV AVENIDA DEL CANTABRICO,8 -(PG PO",D,-2.660222,42.864667,1.149,1.065,,,1.135,,,,1.273,,,,REPSOL,P,,"L-V: 06:30-22:30; S-D: 07:00-21:30",2020/05/19 00:00:00+00
-2.678833,42.868611,53,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1013,"CALLE PORTAL DE ARRIAGA, 66",N,-2.678833,42.868611,1.135,1.055,,,1.125,,,,1.265,,,,ONAINDIA,P,,L-D: 06:00-23:00,2020/05/19 00:00:00+00
-2.658528,42.872639,54,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1013,"CALLE PORTAL DE GAMARRA, 37",D,-2.658528,42.872639,0.999,0.919,,,,,,,1.199,,,,GAMARRA LOW COST,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.664278,42.860306,55,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1013,"CALLE ZARAMAGA, 1",N,-2.664278,42.860306,0.999,0.939,,,1.049,,,,,,,,EROSKI,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.653139,42.864694,56,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1013,"CALLE PORTAL DE BERGARA, 2",N,-2.653139,42.864694,1.149,1.049,,,1.129,,,,1.289,,,,SHELL,P,,L-D: 05:00-23:00,2020/05/19 00:00:00+00
-2.658583,42.872556,57,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1013,"CALLE PORTAL DE GAMARRA, 35",I,-2.658583,42.872556,0.999,0.919,,,,,,,,,,,PETROPRIX,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.721583,42.857472,58,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1195,"CL AVENIDA HUETOS, 81",I,-2.721583,42.857472,1.145,1.085,,,1.165,,,,1.285,,,,PETRONOR,P,,L-D: 06:00-23:00,2020/05/19 00:00:00+00
-2.703306,42.860083,59,ÁLAVA,VITORIA-GASTEIZ,ABERASTURI,1193,"CALLE VITORIALANDA, 12",D,-2.703306,42.860083,,,,,,,,,,0.9,,,EDP,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.778694,42.818944,60,ÁLAVA,VITORIA-GASTEIZ,SUBIJANA DE ALAVA,1195,"CARRETERA NACIONAL 1 KM. 341,8",D,-2.778694,42.818944,1.159,1.075,,,1.155,,,,1.279,,,,CEPSA ,P,,"L-V: 06:00-23:00; S: 06:00-22:00; D: 06:00-23:00",2020/05/19 00:00:00+00
-2.741917,42.845639,61,ÁLAVA,VITORIA-GASTEIZ,VITORIA-GASTEIZ,1015,"POLIGONO P.I. JUNDIZ - C/ LERMANDABIDE, 8",N,-2.741917,42.845639,1.089,0.985,,,,,,,,,,,AVIA,P,,L-S: 06:00-22:30,2020/05/19 00:00:00+00
-2.722278,42.829528,62,ÁLAVA,VITORIA-GASTEIZ,ZUAZO DE VITORIA/ZUHATZU,1195,"VIAL CTRA. N102 KM347, N102",I,-2.722278,42.829528,0.969,0.869,,,,,,,,,,,BEROIL,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.702278,42.895667,63,ÁLAVA,VITORIA-GASTEIZ,ARANGUIZ,1196,AUTOVIA VITORIA-ATUBE KM. 6,D,-2.702278,42.895667,1.149,1.059,,,1.129,,,,1.273,,,,AVIA,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-2.714472,42.878694,64,ÁLAVA,VITORIA-GASTEIZ,LOPIDANA,1196,"CR N-1, 350,5",I,-2.714472,42.878694,1.159,1.075,0.832,,1.155,,,,1.279,,,0.665,REPSOL,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.712472,42.877139,65,ÁLAVA,VITORIA-GASTEIZ,LOPIDANA,1196,"CR N-1, 350,5",D,-2.712472,42.877139,1.159,1.075,0.832,,1.155,,,,1.279,,,,REPSOL,P,,L-D: 24H,2020/05/19 00:00:00+00
-2.873583,42.966472,66,ÁLAVA,ZUIA,ALTUBE,1139,"AU AP-68, 36",D,-2.873583,42.966472,1.179,1.079,,,1.129,,,,1.279,,,,REPSOL,P,,L-D: 06:00-23:00,2020/05/19 00:00:00+00
-2.870083,42.966111,67,ÁLAVA,ZUIA,ALTUBE,1139,"AU AP-68, 36",I,-2.870083,42.966111,1.179,1.079,,,1.129,,,,1.279,,,0.695,PETRONOR,P,,L-D: 06:00-23:00,2020/05/19 00:00:00+00
-2.827722,42.961583,68,ÁLAVA,ZUIA,MURGIA,1130,"N-622 km 20,3",D,-2.827722,42.961583,1.164,1.065,,,1.114,,,,1.289,,,,CEPSA,P,,"L-V: 06:00-22:00; S: 07:00-22:00; D: 08:00-22:00",2020/05/19 00:00:00+00
-1.539167,39.211417,69,ALBACETE,ABENGIBRE,ABENGIBRE,2250,"AVENIDA CASTILLA LA MANCHA, 26",D,-1.539167,39.211417,0.999,0.949,0.449,,,,,,,,,,Nº 10.935,P,,L-D: 07:00-22:00,2020/05/19 00:00:00+00
-1.849833,39.000861,70,ALBACETE,ALBACETE,ALBACETE,2001,"CALLE FEDERICO GARCIA LORCA, 1",D,-1.849833,39.000861,0.969,0.889,,,,,,,,,,,GHC ,P,,L-D: 24H,2020/05/19 00:00:00+00
-1.8685,38.985667,71,ALBACETE,ALBACETE,ALBACETE,2001,"AVENIDA 1º DE MAYO, S/N",N,-1.8685,38.985667,1.049,0.969,,,0.999,,,,1.179,,,,CARREFOUR,P,,"L-S: 08:00-22:00; D: 09:00-21:00",2020/05/19 00:00:00+00
-1.832,39.054694,72,ALBACETE,ALBACETE,ALBACETE,2001,"CALLE PRINCIPE DE ASTURIAS (POLÍGONO DE ROMICA), 5",I,-1.832,39.054694,1.089,1.029,,,1.119,,,,1.231,,,,BP ROMICA,P,,L-D: 06:00-21:30,2020/05/19 00:00:00+00
-1.854556,38.999722,73,ALBACETE,ALBACETE,ALBACETE,2005,"CL PASEO DE LA CUBA, 15",D,-1.854556,38.999722,1.089,1.039,,,1.119,,,,1.209,,,0.699,REPSOL,P,,L-D: 06:00-23:00,2020/05/19 00:00:00+00
-1.859917,39.005083,74,ALBACETE,ALBACETE,ALBACETE,2005,"PASEO CUBA (LA), 36",N,-1.859917,39.005083,1.099,1.039,,,1.119,,,,1.219,,,0.729,CEPSA,P,,L-D: 06:30-22:30,2020/05/19 00:00:00+00
-1.864917,39.003333,75,ALBACETE,ALBACETE,ALBACETE,2005,"AVENIDA MENÉNDEZ PIDAL, 58",N,-1.864917,39.003333,1.099,1.019,,,1.099,,,,1.199,,,,TAMOS,P,,L-D: 24H,2020/05/19 00:00:00+00
-1.849028,38.98925,76,ALBACETE,ALBACETE,ALBACETE,2002,"CALLE HERMANOS FALCÓ, 2",D,-1.849028,38.98925,1.099,1.019,,,1.099,,,,1.199,,,,CEPSA,P,,L-D: 06:00-23:00,2020/05/19 00:00:00+00
-1.845083,39.033139,77,ALBACETE,ALBACETE,ALBACETE,2006,CARRETERA N-322 KM. 359,D,-1.845083,39.033139,1.079,1.019,,,1.089,,,,1.219,,,,REPSOL,P,,"L-V: 07:00-14:00; S-D: 09:00-14:00",2020/05/19 00:00:00+00
-1.869889,38.998222,78,ALBACETE,ALBACETE,ALBACETE,2006,"AVDA. DE LOS TOREROS, S/N",N,-1.869889,38.998222,1.029,0.969,,,1.019,,,,,,,,INPEALSA,P,,L-D: 07:00-21:00,2020/05/19 00:00:00+00
-2.031861,38.925833,79,ALBACETE,ALBACETE,ALBACETE,2006,"CR N-322, 337,8",I,-2.031861,38.925833,1.129,1.049,0.765,,1.119,,,,1.279,,,,REPSOL,P,,L-D: 07:00-15:00,2020/05/19 00:00:00+00
-1.871722,38.994667,80,ALBACETE,ALBACETE,ALBACETE,2006,CARRETERA JAEN KM. 2,D,-1.871722,38.994667,1.089,1.019,,,1.079,,,,1.209,,,,REPSOL,P,,L-D: 24H,2020/05/19 00:00:00+00
-1.847083,38.984139,81,ALBACETE,ALBACETE,ALBACETE,2006,"CALLE ALMANSA, 2",I,-1.847083,38.984139,1.069,1.011,,,1.061,,,,1.194,,,,CEPSA,P,,L-D: 06:00-23:00,2020/05/19 00:00:00+00
-1.883694,38.988111,82,ALBACETE,ALBACETE,ALBACETE,2006,"CALLE CTRA. DE JAEN, 79",I,-1.883694,38.988111,1.089,1.029,,,1.099,,,,1.219,,,,REPSOL,P,,L-D: 06:00-23:00,2020/05/19 00:00:00+00
-1.892972,39.027778,83,ALBACETE,ALBACETE,ALBACETE,2006,"CR N-301, 244",I,-1.892972,39.027778,1.089,1.039,,,1.119,,,,1.219,,,,REPSOL,P,,L-D: 24H,2020/05/19 00:00:00+00
-1.874972,39.012583,84,ALBACETE,ALBACETE,ALBACETE,2006,"PG CAMPOLLANO-P. 2-CT, S.N.",D,-1.874972,39.012583,1.089,1.039,,,1.119,,,,1.219,,,,REPSOL,P,,"L-V: 06:00-22:00; S: 07:30-15:30; D: 09:00-15:00",2020/05/19 00:00:00+00
-1.866806,38.985194,85,ALBACETE,ALBACETE,ALBACETE,2006,"AVENIDA 1º DE MAYO, S/N",N,-1.866806,38.985194,,0.959,,,,,,,,,,,PETROCAMP,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-1.9355,38.965639,86,ALBACETE,ALBACETE,ALBACETE,2006,CARRETERA NACIONAL 322 PTO KM 347 KM. 347,D,-1.9355,38.965639,,0.949,,,,,,,,,,,P347,P,,L-S: 07:00-22:00,2020/05/19 00:00:00+00
-1.853306,38.982167,87,ALBACETE,ALBACETE,ALBACETE,2006,"AVDA. DE ESPAÑA (PRÓX. A C/ SAN JUAN), S/N",N,-1.853306,38.982167,1.029,0.969,,,,,,,,,,,INPEALSA,P,,L-D: 07:00-23:00,2020/05/19 00:00:00+00
-1.847361,38.988972,88,ALBACETE,ALBACETE,ALBACETE,2006,"CALLE ALCALDE CONANGLA (C.C. EROSKI), S/N",N,-1.847361,38.988972,0.999,0.969,,,1.039,,,,1.199,,,,FAMILY ENERGY,P,,"L-S: 07:00-23:00; D: 08:00-23:00",2020/05/19 00:00:00+00
-1.831639,38.929389,89,ALBACETE,ALBACETE,ALBACETE,2099,CARRETERA NACIONAL 301 KM. 256,D,-1.831639,38.929389,1.029,0.959,,,,,,,,,,,INPEALSA,P,,"L-V: 06:00-18:00; S: 06:00-14:00",2020/05/19 00:00:00+00
-1.919778,38.970167,90,ALBACETE,ALBACETE,ALBACETE,2004,CARRETERA N-322 KM. 349,D,-1.919778,38.970167,1.209,1.109,,,1.209,,,,1.329,,,,CEPSA,P,,L-D: 24H,2020/05/19 00:00:00+00
-1.994028,38.900944,91,ALBACETE,ALBACETE,SANTA ANA,2328,"AVENIDA PRINCIPE, 2",D,-1.994028,38.900944,1.089,1.029,0.721,,1.099,,,,1.189,,,,REPSOL,P,,L-D: 08:00-16:00,2020/05/19 00:00:00+00
-1.9205,38.867556,92,ALBACETE,ALBACETE,SALOBRAL (EL),2140,"CM. 3203 km 14,1",D,-1.9205,38.867556,1.065,1,0.63,,,,,,1.185,,,,LOZANO,P,,L-D: 07:00-22:30,2020/05/19 00:00:00+00
-1.845278,38.971722,93,ALBACETE,ALBACETE,ALBACETE,2007,"MADRID-CARTAGENA km 248,5",D,-1.845278,38.971722,1.099,1.039,,,1.119,,,,1.219,,,,"REPSOL. LOS ANGELES DE LA MANCHA, S.L.",P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-1.845306,38.971778,94,ALBACETE,ALBACETE,ALBACETE,2007,"MADRID-CARTAGENA km 248,5",I,-1.845306,38.971778,1.099,1.039,,,1.119,,,,1.219,,,,LOS ANGELES DE LA MANCHA,P,,L: 06:00-06:01,2020/05/19 00:00:00+00
-1.891361,39.031528,95,ALBACETE,ALBACETE,ALBACETE,2007,AUTOVIA A-31 KM. 69,I,-1.891361,39.031528,1.109,1.039,,,1.089,,,,1.209,,,0.699,REPSOL,P,,L-D: 06:00-22:00,2020/05/19 00:00:00+00
-1.886556,39.021583,96,ALBACETE,ALBACETE,ALBACETE,2007,"AVENIDA POLIGONO CAMPOLLANO AVENIDA 0, 67",N,-1.886556,39.021583,1.049,0.969,,,,,,,,,,,VALERO 24H,P,,L-D: 24H,2020/05/19 00:00:00+00
-1.885694,39.009417,97,ALBACETE,ALBACETE,ALBACETE,2007,"AVENIDA 3ª ESQUINA C/ F Nº3, 3",N,-1.885694,39.009417,1.009,0.939,,,,,,,,,,,FAST & GAS,P,,L-D: 24H,2020/05/19 00:00:00+00
